Accession	GeneName	Description	NC_1	NC_2	NC_3	NC_4	NC_5	HC_1	HC_2	HC_3	HC_4	HC_5	HD_1	HD_2	HD_3	HD_4	HD_5
Q9CRC3		UPF0235 protein C15orf40 homolog	2257.654053	1191.907104	1300.879761	1848.642456	1240.685425	1146.759521	1794.084473	1379.578857	609.3931885	1315.241455	1507.759644	1757.559692	2447.62915	1805.697876	2044.128784
Q9CRC6	Borcs7	BLOC-1-related complex subunit 7	1332.802734	1181.919189	1109.606445	1030.777588	1184.586914	1462.286987	1274.674927	1493.813721	1302.023193	1165.786133	1497.682495	1278.047119	1085.56543	1461.789795	1182.884644
Q9CRC8	Lrrc40	Leucine-rich repeat-containing protein 40	2157.456299	2376.152588	2172.939941	2651.843506	2636.270264	2143.434814	2600.227783	2914.963135	2118.730225	2857.375488	2169.621826	2433.205322	2044.271484	2494.572266	2183.575928
Q9CRC9	Gnpda2	Glucosamine-6-phosphate isomerase 2	2523.281494	1847.658203	2278.271484	2115.426758	2419.347412	2011.001587	1727.587524	1482.263794	1773.8302	1691.249756	1902.498291	2288.49707	1916.46936	1916.583252	1377.50647
Q9CRD0	Ociad1	OCIA domain-containing protein 1	6907.27002	4869.836914	6548.32373	7808.759277	7584.929688	5522.113281	5624.755371	4328.819336	5633.472656	3798.101318	4617.475586	5028.230957	9276.535156	5981.414551	6227.977539
Q9CRD2	Emc2	ER membrane protein complex subunit 2	6240.87793	7332.941406	6589.513672	7151.554688	6760.86084	4277.804199	6263.682617	4194.82959	4902.558105	4406.0625	5053.495117	3958.371582	6954.214844	5723.311523	5723.964844
Q9CRD4	Dbndd2	Dysbindin domain-containing protein 2	467.9389648	419.851593	215.7042999	327.1111145	304.6319885	NaN	110.7997284	349.0006409	130.1829071	132.3321991	210.8520355	115.5064697	161.3770142	155.0422974	308.9638062
Q9CRT8	Xpot	Exportin-T	628.0474854	805.5131226	805.871582	827.7357788	876.0535889	1111.033447	839.6141357	987.9268799	1123.859497	755.4209595	488.4544983	623.7439575	870.2169189	687.9233398	680.6113892
Q9CRY7	Gdpd1	Lysophospholipase D GDPD1	631.8094482	565.2149048	371.396637	529.1000977	516.7556152	2135.371826	736.9747314	1525.803467	990.817749	637.5268555	517.7374878	513.5968628	672.1061401	419.5333557	590.7237549
Q9CS00	Cactin	Splicing factor Cactin	NaN	NaN	NaN	259.5801697	NaN	376.875824	217.4712982	250.5352631	265.605957	444.9492798	NaN	237.5645447	NaN	267.1356506	NaN
Q9CS42	Prps2	Ribose-phosphate pyrophosphokinase 2	1397.204956	1906.955078	1410.18811	1404.938721	1315.318115	1332.955566	1921.215088	1312.404785	1650.010376	1488.207764	1246.749023	1247.514893	1234.003296	1619.474854	1181.561768
Q9CS72	Filip1	Filamin-A-interacting protein 1	NaN	NaN	803.8869629	NaN	NaN	2685.855957	NaN	1933.773315	1818.585938	1827.151367	NaN	1281.790283	NaN	NaN	NaN
Q9CS74	Ecd	Protein ecdysoneless homolog	NaN	60.47683716	133.3457031	82.34066772	172.4504089	198.8569489	135.2110748	NaN	159.2515106	164.068222	73.81586456	186.9914856	109.1119919	185.0977631	132.1251678
Q9CS84	Nrxn1	Neurexin-1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CSB4	Pard3b	Partitioning defective 3 homolog B	374.3251953	156.6754608	218.7677917	135.7642365	192.1327515	235.0973053	256.3660278	276.9950256	226.9481506	132.1116333	291.7888794	175.8647766	NaN	146.6115112	223.601532
Q9CSH3	Dis3	Exosome complex exonuclease RRP44	388.1374512	431.1360474	430.9741211	282.6712036	285.2080994	667.4039307	411.338501	524.3483887	495.6582947	480.7414551	403.9142456	392.4036255	287.3685913	241.6925507	291.6691589
Q9CSN1	Snw1	SNW domain-containing protein 1	527.0597534	373.2581177	606.0599365	479.3248596	450.552063	1006.451111	621.5588379	840.9456177	579.394165	632.892395	455.8410034	529.503418	524.5055542	729.0201416	814.1888428
Q9CSU0	Rprd1b	Regulation of nuclear pre-mRNA domain-containing protein 1B	1424.283936	1055.728638	1606.424805	1440.75415	1413.87854	1708.565796	1106.480591	1212.600098	1714.701172	1311.819336	1222.707031	1196.791016	1325.024292	1325.565674	1137.687012
Q9CT10	Ranbp3	Ran-binding protein 3	1090.987671	966.9373169	1573.127075	1211.725342	958.5641479	1653.927612	1304.07666	1189.459473	1512.072266	1048.457886	1172.506958	1307.688232	1365.27002	1500.652832	1123.984375
Q9CTG6	Atp13a2	Polyamine-transporting ATPase 13A2	299.2804871	262.2658081	243.9645538	152.9476471	235.041153	407.1141968	318.1993408	421.5830994	266.4637451	209.3001709	152.8320923	184.5928192	118.8822021	184.5655975	142.2590637
Q9CTY5	Micu3	Calcium uptake protein 3, mitochondrial	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CU62	Smc1a	Structural maintenance of chromosomes protein 1A	1372.64209	1220.168701	928.5894165	874.1380005	1006.932251	2639.052002	1392.202271	1997.101563	1485.833008	1522.301025	914.9455566	1350.417114	987.9164429	1149.209473	1261.932129
Q9CV28	Mindy3	Ubiquitin carboxyl-terminal hydrolase MINDY-3	830.3286743	761.9209595	910.8909912	1078.12793	709.114563	873.5922852	952.0237427	1042.446411	860.3712158	952.2789917	1276.785034	991.7348633	762.4104004	873.2214966	895.0302734
Q9CVB6	Arpc2	Actin-related protein 2/3 complex subunit 2	15490.71875	13129.82324	15399.18164	13269.90527	15123.61621	36297.54688	17094.74805	26059.73047	26771.70508	19481.39844	17962.28125	15605.03613	17020.98047	19154.45117	13145.66895
Q9CVD2	Atxn3	Ataxin-3	552.3078003	619.3199463	793.416626	727.3726196	445.0470276	767.2835693	1036.589111	1063.859985	626.7321167	638.3907471	667.1707153	659.7036743	743.8126831	676.5582275	628.2902832
Q9CW03	Smc3	Structural maintenance of chromosomes protein 3	706.4634399	862.8720703	541.8189697	531.0233765	643.2652588	1664.718872	937.9793091	1232.16394	1090.787964	1166.60376	581.4922485	792.4318848	650.6870117	757.9257202	993.7127075
Q9CW42	Mtarc1	Mitochondrial amidoxime-reducing component 1	2568.076172	10343.98633	6834.240723	4454.691406	2710.393066	4171.04541	8406.125977	6704.163086	5544.954102	7400.589844	5867.562988	6530.593262	4351.326172	4005.389893	6903.928223
Q9CW46	Raver1	Ribonucleoprotein PTB-binding 1	2297.379395	2043.601685	2214.38916	1712.212769	1813.460327	2868.853271	2007.933594	2427.835938	2818.32373	2553.879883	2297.14917	1981.851685	2000.309937	2529.227783	1562.432007
Q9CW79	Golga1	Golgin subfamily A member 1	334.4533081	408.6008301	323.3737488	310.002594	206.2556763	513.5552368	281.1195679	322.0860596	568.0083618	349.1667175	383.5818787	490.6954651	308.8553162	240.9708405	302.3865662
Q9CWB7		Glutaredoxin-like protein C5orf63 homolog	645.5678711	620.8475952	386.7384338	850.4249878	888.3623047	271.78302	474.1564026	486.1543884	413.7946472	241.337677	466.4469604	683.6981201	1101.729126	792.9458008	664.8150024
Q9CWD8	Nubpl	Iron-sulfur cluster transfer protein NUBPL	462.8180847	310.0404663	453.115509	731.8377686	601.1279907	241.8425293	421.7703247	510.5353088	320.144043	381.6763916	410.7248535	427.1099548	429.0417175	442.2328491	652.1710815
Q9CWE0	Mtfr1l	Mitochondrial fission regulator 1-like	1576.625732	1403.641357	1385.229126	1604.293823	1240.11084	618.3725586	1073.47876	923.4893799	978.1456909	1199.886108	1243.458252	1425.009033	1274.996094	1243.591187	1385.797485
Q9CWF2	Tubb2b	Tubulin beta-2B chain	2175.246338	2532.217285	2782.606201	1488.990356	2110.24292	4233.03125	4844.140137	7007.157227	5581.453125	3980.806885	2711.84082	3337.365723	2260.302979	1166.976807	3733.01001
Q9CWG8	Ndufaf7	Protein arginine methyltransferase NDUFAF7, mitochondrial	1528.83252	903.583313	1102.123291	1498.961304	1554.074951	727.4639282	887.4006958	765.1766357	905.7536621	581.6353149	701.711853	942.4851685	1075.897461	1280.276978	975.0546875
Q9CWG9	Bloc1s2	Biogenesis of lysosome-related organelles complex 1 subunit 2	2796.700928	1911.190186	2140.73999	1925.901733	2009.266602	3285.495361	2354.095703	2827.080078	2388.682617	1899.754761	2523.375488	2179.381836	2652.64917	2592.455811	1890.880981
Q9CWH5	Trmt11	tRNA (guanine(10)-N(2))-methyltransferase homolog	5970.545898	5452.412598	5758.845703	4649.536621	6961.237793	4352.769043	4741.363281	5391.320313	6118.293457	4377.439941	6895.19043	6610.586914	8156.624023	5890.206543	5740.671875
Q9CWH6	Psma8	Proteasome subunit alpha type-8	38939.81641	22011.15234	29857.37305	30400.75977	31281.79102	38247.32813	23337.19531	23736.66211	29551.42578	21909.02344	24678.70117	24687.07813	27644.97852	24430.79688	25108.37695
Q9CWI3	Bccip	BRCA2 and CDKN1A-interacting protein	1757.056519	1304.433594	1440.114624	1737.568726	1429.621948	1108.660156	1291.807617	1326.811035	1625.81543	1068.596924	1648.042847	1347.639038	1842.69043	1630.685059	1568.822021
Q9CWJ3	Katnbl1	KATNB1-like protein 1	15.11316586	NaN	41.97548676	NaN	NaN	70.28348541	16.61485863	NaN	72.0753479	NaN	45.56626892	NaN	NaN	NaN	NaN
Q9CWJ9	Atic	Bifunctional purine biosynthesis protein ATIC	13609.30273	13444.48438	16722.7793	19425.55859	21643.32422	17968.56641	10140.87988	10655.88574	13325.64648	12115.01953	9642.063477	10804.16992	12228.81445	14470.40723	13713.38086
Q9CWK3	Cd2bp2	CD2 antigen cytoplasmic tail-binding protein 2	624.3638306	500.6120605	569.9963989	697.1747437	332.3759766	937.8853149	576.4677124	606.3199463	807.9987183	568.1680298	567.6668701	779.2775879	666.3790894	813.732666	695.5115356
Q9CWK8	Snx2	Sorting nexin-2	29255.72656	21615.26953	22576.96484	22008.68945	26527.9707	18410.99023	16208.93164	25881.39648	15836.94434	20352.55078	17483.87891	20194.04297	18495.95898	23359.11133	20644.64063
Q9CWL8	Ctnnbl1	Beta-catenin-like protein 1	393.383667	427.9385681	724.7316284	830.0322876	831.013916	733.3067627	409.9214783	583.6276855	916.0153198	543.673584	376.401001	603.9024658	290.9262695	565.6654663	386.9808655
Q9CWM4	Pfdn1	Prefoldin subunit 1	3082.816162	1969.832031	1906.130615	1625.543213	1940.844116	3258.167969	1849.46521	2410.878906	2205.123779	2466.503906	2781.187744	2426.169189	3153.053711	2016.190552	2054.896973
Q9CWN7	Cnot11	CCR4-NOT transcription complex subunit 11	932.5073853	703.5253906	874.5148926	784.9474487	709.9238281	1051.307007	1051.988647	991.4050293	896.0184326	666.4682617	651.9455566	455.5687256	326.2294922	699.3318481	489.0925293
Q9CWP6	Mospd2	Motile sperm domain-containing protein 2	824.4191895	1455.71228	1121.381714	1172.673218	1087.537964	1494.986328	1042.191895	1504.764404	1465.554321	1369.06543	1181.535522	980.3936768	1542.288452	1325.827881	1350.515747
Q9CWP8	Pold4	DNA polymerase delta subunit 4	156.2726288	103.1328049	84.79302216	NaN	114.8068237	101.1923904	207.0619965	209.3106079	255.9170685	71.62732697	63.22034454	182.9031982	247.2585297	133.3877106	127.8290253
Q9CWQ0	Dph5	Diphthine methyl ester synthase	726.8811646	648.2766724	859.8046875	747.9448853	765.6640015	548.2252197	483.3163147	532.8892212	601.0136719	815.7628784	705.0645142	741.6693726	591.2965088	542.9796143	766.6503906
Q9CWQ8	Castor1	Cytosolic arginine sensor for mTORC1 subunit 1	1269.532715	1823.765137	2073.860107	1346.534912	1039.443604	1398.651245	1466.874512	1117.961182	2302.172363	1893.860474	2853.277588	1577.598267	1279.441406	1466.299805	1387.126221
Q9CWR0	Arhgef25	Rho guanine nucleotide exchange factor 25	107.901413	523.9298096	103.8778915	112.4259186	112.3500595	169.4609375	243.6148071	270.1864929	157.4385071	273.972229	181.6318207	254.9700623	NaN	267.8065491	222.1898651
Q9CWR1	Wdr73	WD repeat-containing protein 73	362.9707031	264.5010071	259.1672058	282.3143005	257.8970947	255.6864014	223.8343506	241.4227295	296.0163574	262.0397949	410.5936584	267.9405212	330.3959656	332.2154236	281.1568909
Q9CWR2	Smyd3	Histone-lysine N-methyltransferase SMYD3	190.5579681	221.6302643	158.3852997	133.6362457	294.5988464	177.7613525	219.5945282	97.35636902	291.4088135	260.1761169	116.6837463	96.70157623	327.5574036	230.34375	56.2924118
Q9CWS0	Ddah1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1	4819.616211	8243.134766	7762.871582	3806.47998	2913.204834	4477.342285	13125.90039	8553.917969	7674.944824	10882.13184	11832.28223	11862.14746	7834.188965	4549.257813	8453.507813
Q9CWS1	Rnf135	E3 ubiquitin-protein ligase RNF135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CWS4	Ints11	Integrator complex subunit 11	221.7898712	494.5213623	314.3861084	382.583252	292.4106445	526.4139404	294.9744568	416.8470154	427.7950134	403.9838562	240.1257172	420.2210693	NaN	425.3861084	255.3516235
Q9CWT3	Snx10	Sorting nexin-10	189.6318665	177.197113	85.7105484	204.1169586	195.6274872	328.7810974	218.2670441	182.7534485	193.0458069	260.861908	168.169342	257.3140869	142.3373871	224.4509735	139.4263
Q9CWT6	Ddx28	Probable ATP-dependent RNA helicase DDX28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9CWU0	Tdrd12	Putative ATP-dependent RNA helicase TDRD12	12040.88281	13876.14648	10599.70898	10195.73633	9303.954102	6182.45752	12822.42285	7922.46582	6509.885742	10746.9209	9750.158203	10153.87402	10156.13477	8583.043945	8207.124023
Q9CWU2	Zdhhc13	Palmitoyltransferase ZDHHC13	207.1802979	312.8358154	246.2562408	127.213623	203.2060699	597.8504028	605.7266235	618.7584839	370.1335449	471.5093689	428.2477417	331.5346985	112.6490097	276.3370056	359.4719849
Q9CWU4		UPF0690 protein C1orf52 homolog	126.6843491	NaN	NaN	249.3638611	97.20669556	726.868042	230.6244812	207.9013062	209.836853	NaN	286.3045044	223.5788116	NaN	331.9360657	335.4897461
Q9CWU6	Uqcc1	Ubiquinol-cytochrome c reductase complex assembly factor 1	418.149292	291.7094421	267.4826965	306.440033	367.5836182	384.9112549	470.2240295	370.6457214	434.8295898	364.1229553	433.0054016	283.2648621	540.7553711	271.5662537	332.7427979
Q9CWU9	Nup37	Nucleoporin Nup37	1221.705811	1120.096069	975.9559937	1053.899292	1165.343872	1090.055176	906.1837158	917.7598877	1061.910522	1067.873535	1047.352661	966.9321899	899.5802612	1045.86792	720.0762939
Q9CWV0	Malsu1	Mitochondrial assembly of ribosomal large subunit protein 1	123.458313	NaN	NaN	98.8699646	60.54870224	43.74893188	NaN	82.47618866	NaN	NaN	NaN	40.47396851	NaN	73.76525879	NaN
Q9CWW6	Pin4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4	442.4978333	401.5324402	520.5230103	494.7974854	598.4285889	731.8919067	413.7571716	534.2677612	576.6326294	688.3707275	355.4158936	521.2250977	438.9513855	523.7821045	665.9359741
Q9CWW7	Cxxc1	CXXC-type zinc finger protein 1	NaN	377.3347778	79.18160248	NaN	93.42032623	96.88751984	91.04125977	81.24007416	155.4131165	47.33866501	NaN	102.4069061	51.43832397	125.2131424	67.58109283
Q9CWX2	Ndufaf1	Complex I intermediate-associated protein 30, mitochondrial	827.5142212	628.1282959	898.7036743	1562.660889	1579.357666	667.8130493	750.9228516	641.151062	871.9854126	780.0447388	647.1315918	1128.220093	967.0531616	811.8450928	1373.261719
Q9CWX9	Ddx47	Probable ATP-dependent RNA helicase DDX47	299.0894165	260.2367249	277.0274658	247.8067932	313.7996826	498.838562	365.0376587	641.005127	269.9553528	498.400238	328.4328613	415.7381897	309.4051208	401.7682495	151.4075623
Q9CWY3	Setd6	N-lysine methyltransferase SETD6	483.5343933	NaN	398.6757202	296.1881104	240.0411987	NaN	222.1296387	NaN	367.2879639	316.9732361	504.9354553	298.3675232	NaN	277.7088013	NaN
Q9CWY8	Rnaseh2a	Ribonuclease H2 subunit A	433.1343079	276.6800537	418.3009949	320.3971252	229.921875	656.0571289	582.4002686	572.0949097	455.9099121	652.565918	534.1258545	397.2724609	443.6954041	611.4949951	320.6347351
Q9CWZ3	Rbm8a	RNA-binding protein 8A	4858.505859	3393.084473	4658.916504	4363.941895	4433.797363	4471.15918	3443.443848	3267.445557	3829.530273	3338.946289	3000.170654	3906.332031	3866.354492	4360.505371	4257.543945
Q9CWZ7	Napg	Gamma-soluble NSF attachment protein	13978.70605	12064.85547	9980.782227	13906.6084	12018.45898	11956.29297	11474.61816	8491.299805	9528.455078	9774.449219	13348.41992	11415.06445	14725.42188	11978.40137	11658.12793
Q9CX00	Ist1	IST1 homolog	2686.828613	2266.074219	2753.72876	3095.02832	2348.622559	3089.442627	2502.161621	2388.258301	2479.076416	2636.571289	2392.735596	2786.042969	3630.684082	2855.821777	2894.235596
Q9CX13	Cnih4	Protein cornichon homolog 4	6569.537109	9720.873047	4154.063965	3666.4646	3407.694092	7926.883301	8703.724609	9593.161133	4738.397949	4688.079102	8382.498047	6424.012695	4325.068848	5377.841797	7162.684082
Q9CX30	Yif1b	Protein YIF1B	651.5061646	698.3008423	1105.756592	815.6224976	815.2807007	336.316864	1355.365112	1086.212524	696.0814819	1175.382446	961.4381714	804.6785889	1097.656982	958.9765015	1141.963745
Q9CX34	Sugt1	Protein SGT1 homolog	4028.736328	3267.08252	4033.993896	3933.899658	3087.032959	4421.823242	5303.163574	4906.884277	3598.681641	4624.790039	5427.069824	4484.131348	5084.961914	5167.789551	4992.135254
Q9CX56	Psmd8	26S proteasome non-ATPase regulatory subunit 8	8884.876953	10342.42676	11875.2959	10091.20801	10691.02051	9086.473633	10128.50195	9995.987305	9097.918945	8118.645508	10350.61719	9041.5625	10656.19336	8954.113281	8571.391602
Q9CX60	Lbh	Protein LBH	1279.953369	774.607605	876.293396	384.9554443	479.5553894	1540.792969	1226.275879	1080.244141	1115.510864	1353.524902	1359.125977	1635.155273	700.8326416	1338.189697	1121.862061
Q9CX66	Nopchap1	NOP protein chaperone 1	NaN	NaN	NaN	201.4815216	NaN	NaN	NaN	NaN	NaN	NaN	570.6182251	284.4933472	NaN	NaN	NaN
Q9CX80	Cygb	Cytoglobin	21998.63086	12382.68164	20845.99805	11841.37598	12665.3252	20887.5957	15956.53711	13549.62891	26267.66016	16088.43848	24653.35938	24589.33203	22879.125	24157.71875	14562.08887
Q9CX84	Rgs19	Regulator of G-protein signaling 19	1603.725586	1682.546997	1633.188721	2122.624268	1965.588379	1047.120972	1580.376221	994.7975464	1024.790894	1566.744995	1743.160522	1840.251465	1548.684814	1227.783936	1211.614868
Q9CX86	Hnrnpa0	Heterogeneous nuclear ribonucleoprotein A0	4503.384277	3080.01123	5068.100098	3568.189453	4092.155518	2175.099365	4039.253418	4021.115479	3745.505127	3767.241211	3679.512207	4368.233398	5734.960449	3607.625977	3600.928955
Q9CX97	Wdr55	WD repeat-containing protein 55	257.8928223	225.7101135	184.9241943	129.4979706	142.9202423	305.423645	213.6607208	265.6489563	291.5251465	319.1266785	251.6867065	259.8600159	197.2597809	185.6303101	178.1697083
Q9CX99	Grap	GRB2-related adapter protein	299.9735718	479.1039734	524.4396973	599.7850342	498.9476013	279.6065979	416.1846924	221.5615082	431.7906494	409.0297546	377.411438	326.7895508	341.8275452	374.0332336	221.2237091
Q9CXA2	L3hypdh	Trans-L-3-hydroxyproline dehydratase	5133.906738	5825.829102	4971.685547	5729.188477	5260.054688	1497.789063	3708.386963	3118.921875	3704.450439	3413.861572	3579.046143	4403.738281	3769.491943	4476.59668	3613.101563
Q9CXD6	Mcur1	Mitochondrial calcium uniporter regulator 1	561.5498047	452.6738892	481.8523254	631.2886353	577.2485352	437.9683533	351.5039063	520.0921631	569.6271362	426.685791	398.1739807	410.6836853	437.7759399	471.0135803	382.7822876
Q9CXD9	Lrrc17	Leucine-rich repeat-containing protein 17	356.8601074	384.1927185	628.9594116	258.0741577	430.566803	214.0671234	261.4245605	329.8249817	318.9589844	289.9737549	204.3410034	216.6965027	NaN	NaN	239.860199
Q9CXE7	Tmed5	Transmembrane emp24 domain-containing protein 5	10550.37695	9835.900391	9458.974609	10804.6377	11005.55859	8978.128906	7843.772461	6169.285645	6804.521973	5938.950195	6022.343262	5576.294434	8934.720703	7902.469238	10317.10449
Q9CXF0	Kynu	Kynureninase	601.9938354	1352.260986	1371.532715	676.1599121	145.4723206	290.6210022	409.46521	306.6256714	106.1284409	158.3895264	301.494751	840.0613403	NaN	290.2823486	7915.864746
Q9CXF4	Tbc1d15	TBC1 domain family member 15	2251.765137	2812.561523	3328.415283	3275.549072	3086.960449	4454.53418	2923.952148	3407.527588	3413.017334	2988.106201	2890.539551	2387.725586	3820.072754	2908.496826	3229.387451
